,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,day,month,day_of_week,hour,year
16,0.13559322033898302,0.4206748025843503,0.11923076923076922,0.27339901477832507,0.07930785868781542,0.42666666666666664,0.4024280575539569,0.2780678851174935,0.27311827956989254,0.618867924528302,0.2787958754825783,0.3333333333333333,3,4,10,2004
17,0.11864406779661016,0.38190954773869346,0.09423076923076923,0.2333743842364532,0.06705118961788031,0.4,0.36465827338129503,0.19582245430809397,0.2666666666666667,0.6125786163522013,0.2690221375164931,0.3333333333333333,3,4,11,2004
18,0.1271186440677966,0.42282842785355357,0.09807692307692309,0.24076354679802955,0.07354001441961067,0.41333333333333333,0.38219424460431656,0.19277632724107918,0.24516129032258066,0.7245283018867925,0.29829448272491815,0.3333333333333333,3,4,12,2004
19,0.15254237288135591,0.45872218234027284,0.13846153846153847,0.2992610837438423,0.10382119682768565,0.4888888888888889,0.44334532374100727,0.2515230635335074,0.21935483870967745,0.8452830188679247,0.3198944436299663,0.3333333333333333,3,4,13,2004
20,0.23728813559322032,0.5197415649676956,0.21923076923076926,0.40086206896551724,0.14780100937274693,0.56,0.5301258992805755,0.35509138381201044,0.21290322580645163,0.9044025157232705,0.33665640424180227,0.3333333333333333,3,4,14,2004
21,0.17796610169491525,0.47595118449389806,0.16730769230769232,0.33866995073891626,0.13121845710165825,0.5511111111111112,0.49280575539568344,0.3154917319408181,0.21935483870967745,0.8880503144654088,0.3387088892146801,0.3333333333333333,3,4,15,2004
22,0.17796610169491525,0.46302943287867915,0.15769230769230771,0.3257389162561576,0.1377072819033886,0.5733333333333334,0.4676258992805756,0.32027850304612704,0.24946236559139787,0.7798742138364781,0.3284953330401212,0.3333333333333333,3,4,16,2004
23,0.23728813559322032,0.5283560660445082,0.21346153846153848,0.39224137931034475,0.17375630857966834,0.5911111111111111,0.525179856115108,0.3842471714534378,0.2516129032258065,0.7345911949685534,0.30972975614523773,0.3333333333333333,3,4,17,2004
24,0.3983050847457627,0.6704953338119168,0.3980769230769231,0.5763546798029556,0.20115356885364094,0.6622222222222223,0.6888489208633093,0.5169712793733681,0.2623655913978495,0.6918238993710693,0.30386551336558665,0.3333333333333333,3,4,18,2004
25,0.576271186440678,0.8104809763101222,0.525,0.6804187192118226,0.2746935832732516,0.7555555555555556,0.8012589928057554,0.645343777197563,0.24946236559139787,0.7559748427672957,0.31627816058251473,0.3333333333333333,3,4,19,2004
26,0.5084745762711864,0.7128499641062456,0.45961538461538465,0.6286945812807881,0.2516222062004326,0.7244444444444444,0.7374100719424461,0.623585726718886,0.24731182795698925,0.7371069182389938,0.3071885842740556,0.3333333333333333,3,4,20,2004
27,0.3220338983050847,0.4781048097631012,0.24423076923076925,0.4267241379310345,0.17159336697909156,0.5955555555555556,0.5197841726618706,0.4630113141862489,0.23655913978494625,0.689308176100629,0.2722963397351317,0.3333333333333333,3,4,21,2004
28,0.11864406779661016,0.2282842785355348,0.08846153846153848,0.22536945812807882,0.06633020908435472,0.3688888888888889,0.3516187050359712,0.2610966057441253,0.2172043010752688,0.6817610062893082,0.24717783316229291,0.3333333333333333,3,4,22,2004
29,0.07627118644067796,0.19095477386934678,0.04807692307692308,0.15147783251231525,0.032444124008651765,0.22666666666666666,0.31519784172661874,0.14403829416884248,0.2172043010752688,0.649056603773585,0.2350583980843473,0.3333333333333333,3,4,23,2004
30,0.13559322033898302,0.3108399138549892,0.11153846153846156,0.25985221674876846,0.08651766402307137,0.4222222222222222,0.37050359712230213,0.2589208006962576,0.21935483870967745,0.6201257861635221,0.22435615501148415,0.3666666666666667,3,5,0,2004
31,0.15254237288135591,0.2849964106245514,0.12115384615384617,0.27463054187192115,0.09444844989185291,0.48,0.37185251798561153,0.2658833768494343,0.20645161290322583,0.6352201257861636,0.21800322533352878,0.3666666666666667,3,5,1,2004
32,0.11016949152542371,0.2447954055994257,0.07692307692307693,0.20628078817733989,0.05767844268204758,0.39555555555555555,0.3385791366906475,0.20496083550913835,0.1935483870967742,0.6616352201257862,0.2164394272589552,0.3666666666666667,3,5,2,2004
33,0.059322033898305086,0.17372577171572146,0.03461538461538462,0.11761083743842363,0.10021629416005767,0.41777777777777775,0.2859712230215828,0.12663185378590078,0.1913978494623656,0.6679245283018869,0.2157063969114988,0.3666666666666667,3,5,3,2004
34,0.11864406779661016,0.13208901651112714,0.019230769230769232,0.07573891625615761,0.0136986301369863,0.13333333333333333,0.2621402877697842,0.07093124456048738,0.17204301075268819,0.7132075471698115,0.21507110394370327,0.3666666666666667,3,5,4,2004
35,0.0423728813559322,0.14357501794687721,0.01730769230769231,0.07266009852216751,0.020187454938716654,0.18666666666666668,0.2715827338129497,0.07528285465622281,0.1763440860215054,0.7018867924528303,0.21433807359624685,0.3666666666666667,3,5,5,2004
36,0.059322033898305086,0.20100502512562812,0.032692307692307694,0.11576354679802955,0.03893294881038212,0.30666666666666664,0.30215827338129503,0.11575282854656221,0.1870967741935484,0.6754716981132076,0.2143869422860773,0.3666666666666667,3,5,6,2004
37,0.11016949152542371,0.3187365398420675,0.0826923076923077,0.21366995073891623,0.07714491708723864,0.4533333333333333,0.3642086330935252,0.22932985204525674,0.178494623655914,0.7031446540880503,0.21839417485217222,0.3666666666666667,3,5,7,2004
38,0.364406779661017,0.6748025843503231,0.3423076923076923,0.5252463054187192,0.2198990627253064,0.6177777777777779,0.6065647482014389,0.5130548302872062,0.19784946236559142,0.6779874213836479,0.2273371450911401,0.3666666666666667,3,5,8,2004
39,0.11864406779661016,0.6446518305814788,0.42307692307692313,0.5972906403940886,0.10021629416005767,0.41777777777777775,0.6776079136690647,0.5948651000870322,0.23870967741935484,0.5911949685534592,0.23036700386062647,0.3666666666666667,3,5,9,2004
40,0.25423728813559326,0.5046661880832736,0.26730769230769236,0.4525862068965517,0.13338139870223503,0.5333333333333334,0.5220323741007193,0.4421235857267189,0.3247311827956989,0.408805031446541,0.2185896496114939,0.3666666666666667,3,5,10,2004
41,0.22033898305084745,0.44221105527638194,0.22115384615384617,0.40270935960591125,0.15428983417447728,0.6266666666666667,0.4707733812949641,0.41166231505657097,0.34838709677419355,0.36729559748427676,0.21482676049455113,0.3666666666666667,3,5,11,2004
42,0.1694915254237288,0.40129217516152194,0.19423076923076923,0.37130541871921174,0.10165825522710886,0.49333333333333335,0.44334532374100727,0.32114882506527415,0.36344086021505384,0.3433962264150944,0.21248106338269074,0.3666666666666667,3,5,12,2004
43,0.20338983050847456,0.43431442928930375,0.20961538461538465,0.3897783251231527,0.11391492429704397,0.5066666666666667,0.46852517985611514,0.33159268929503916,0.3870967741935485,0.31823899371069186,0.21575526560132918,0.3666666666666667,3,5,13,2004
44,0.22033898305084745,0.45944005743000726,0.24423076923076925,0.42795566502463056,0.11607786589762076,0.5377777777777778,0.49865107913669066,0.36553524804177545,0.39139784946236567,0.33333333333333337,0.23031813517079608,0.3666666666666667,3,5,14,2004
45,0.23728813559322032,0.5068198133524767,0.2711538461538462,0.4550492610837438,0.13554434030281182,0.5511111111111112,0.5346223021582734,0.39947780678851175,0.38064516129032266,0.349685534591195,0.23276156966231737,0.3666666666666667,3,5,15,2004
46,0.22881355932203387,0.47523330940416375,0.2423076923076923,0.42487684729064035,0.12689257390050468,0.5244444444444445,0.49730215827338137,0.3877284595300261,0.3827956989247312,0.35220125786163525,0.2350583980843473,0.3666666666666667,3,5,16,2004
47,0.19491525423728812,0.45010768126346024,0.2230769230769231,0.4051724137931034,0.10670511896178803,0.52,0.4761690647482015,0.3363794604003481,0.4043010752688172,0.3157232704402515,0.2297805795826614,0.3666666666666667,3,5,17,2004
48,0.3220338983050847,0.6195262024407753,0.36923076923076925,0.5504926108374384,0.14708002883922133,0.6533333333333334,0.6110611510791366,0.5174064403829417,0.3655913978494624,0.38238993710691827,0.24038508527586372,0.3666666666666667,3,5,18,2004
49,0.3050847457627119,0.630294328786791,0.3480769230769231,0.5314039408866995,0.14419610670511895,0.6355555555555557,0.5827338129496402,0.5339425587467364,0.3505376344086022,0.43018867924528303,0.2559253286419391,0.3666666666666667,3,5,19,2004
50,0.5508474576271186,0.858578607322326,0.6250000000000001,0.7555418719211823,0.24369142033165103,0.7466666666666667,0.8268884892086332,0.7249782419495212,0.3182795698924732,0.5194968553459121,0.2751795924351268,0.3666666666666667,3,5,20,2004
51,0.364406779661017,0.6826992103374014,0.3846153846153847,0.5640394088669951,0.19610670511896178,0.6533333333333334,0.625,0.6118363794604003,0.30107526881720437,0.5547169811320755,0.2780139764452915,0.3666666666666667,3,5,21,2004
52,0.288135593220339,0.6008614501076812,0.2730769230769231,0.458128078817734,0.1809661139149243,0.6088888888888889,0.5269784172661871,0.5526544821583985,0.2774193548387097,0.6276729559748428,0.2879831891706983,0.3666666666666667,3,5,22,2004
53,0.4491525423728814,0.7394113424264179,0.4173076923076923,0.5929802955665024,0.21485219899062724,0.5866666666666667,0.6794064748201438,0.6248912097476067,0.24946236559139787,0.6968553459119496,0.2894981185554415,0.3666666666666667,3,5,23,2004
54,0.22033898305084745,0.45441493180186654,0.1826923076923077,0.35775862068965514,0.1377072819033886,0.49333333333333335,0.4464928057553957,0.4630113141862489,0.24516129032258066,0.690566037735849,0.2809949665249475,0.4,3,6,0,2004
55,0.15254237288135591,0.39411342426417806,0.1403846153846154,0.3017241379310345,0.09877433309300648,0.4222222222222222,0.4100719424460432,0.40165361183637943,0.23655913978494625,0.6880503144654089,0.27249181449445337,0.4,3,6,1,2004
56,0.1271186440677966,0.38549892318736545,0.10192307692307692,0.24568965517241378,0.058399423215573176,0.35555555555555557,0.3660071942446043,0.3577023498694517,0.23010752688172045,0.6880503144654089,0.26433074329277234,0.4,3,6,2,2004
57,0.13559322033898302,0.37688442211055284,0.10192307692307692,0.24630541871921183,0.10021629416005767,0.41777777777777775,0.3727517985611511,0.3372497824194952,0.20860215053763442,0.7333333333333334,0.260274642036847,0.4,3,6,3,2004
58,0.11864406779661016,0.3589375448671931,0.11730769230769231,0.2697044334975369,0.07714491708723864,0.36,0.3871402877697842,0.33550913838120106,0.1913978494623656,0.7786163522012579,0.2595416116893906,0.4,3,6,4,2004
59,0.07627118644067796,0.23761665470208182,0.04807692307692308,0.14901477832512314,0.043258832011535686,0.27999999999999997,0.32508992805755393,0.26022628372497825,0.21935483870967745,0.6842767295597485,0.2509407222792357,0.4,3,6,5,2004
60,0.09322033898305083,0.32519741564967697,0.05384615384615385,0.16194581280788176,0.03677000720980533,0.2577777777777778,0.32239208633093525,0.2671888598781549,0.1956989247311828,0.7333333333333334,0.24629819674534525,0.4,3,6,6,2004
61,0.11864406779661016,0.3338119167264896,0.09615384615384615,0.23830049261083744,0.09877433309300648,0.3333333333333333,0.3857913669064748,0.3128807658833768,0.1763440860215054,0.788679245283019,0.2484972877877144,0.4,3,6,7,2004
62,0.22033898305084745,0.4946159368269921,0.22500000000000003,0.4064039408866995,0.18312905551550107,0.41777777777777775,0.5067446043165469,0.42254134029590945,0.1806451612903226,0.7849056603773585,0.24913258075550992,0.4,3,6,8,2004
63,0.3050847457627119,0.5463029432878679,0.2884615384615385,0.47413793103448276,0.21124729632299927,0.52,0.5512589928057554,0.5178416013925151,0.24731182795698925,0.6352201257861636,0.25788007623515613,0.4,3,6,9,2004
64,0.2627118644067797,0.5743000717875091,0.24615384615384617,0.4298029556650246,0.1788031723143475,0.5511111111111112,0.5017985611510791,0.5413402959094864,0.3075268817204302,0.5283018867924529,0.26819136978937597,0.4,3,6,10,2004
65,0.3389830508474576,0.6424982053122756,0.30769230769230776,0.49322660098522164,0.21196827685652486,0.6933333333333334,0.5526079136690647,0.5926892950391645,0.3763440860215054,0.41509433962264164,0.2738601378097053,0.4,3,6,11,2004
66,0.29661016949152547,0.5771715721464465,0.26730769230769236,0.45197044334975367,0.17087238644556596,0.7066666666666667,0.5071942446043165,0.5073977371627503,0.4365591397849462,0.3094339622641509,0.25621854078092166,0.4,3,6,12,2004
67,0.22881355932203387,0.4888729361091171,0.23461538461538464,0.41625615763546797,0.10886806056236481,0.5422222222222223,0.47167266187050366,0.38294168842471715,0.4580645161290323,0.27798742138364785,0.249376924204662,0.4,3,6,13,2004
68,0.16101694915254236,0.40201005025125636,0.16346153846153846,0.333128078817734,0.083633741888969,0.4444444444444444,0.4213129496402878,0.27371627502175805,0.42795698924731185,0.32201257861635224,0.25802668230464737,0.4,3,6,14,2004
69,0.16101694915254236,0.42569992821249103,0.17500000000000002,0.34729064039408863,0.08435472242249459,0.5066666666666667,0.4410971223021583,0.3159268929503916,0.4365591397849462,0.30691823899371073,0.25387284366906127,0.4,3,6,15,2004
70,0.20338983050847456,0.4730796841349606,0.19423076923076923,0.3719211822660098,0.09805335255948089,0.5422222222222223,0.4509892086330935,0.37293298520452567,0.4193548387096775,0.3257861635220126,0.2524067829741485,0.4,3,6,16,2004
71,0.18644067796610167,0.48743718592964824,0.20192307692307693,0.37992610837438423,0.10526315789473684,0.5466666666666667,0.4725719424460432,0.37554395126196694,0.4,0.359748427672956,0.25753799540634315,0.4,3,6,17,2004
72,0.2627118644067797,0.5929648241206031,0.29615384615384616,0.4802955665024631,0.16222062004325882,0.648888888888889,0.5521582733812951,0.5108790252393385,0.3870967741935485,0.4,0.2738601378097053,0.4,3,6,18,2004
73,0.3474576271186441,0.6905958363244795,0.37500000000000006,0.5560344827586207,0.19826964671953856,0.7244444444444444,0.6164568345323742,0.6053089643167973,0.38064516129032266,0.4176100628930818,0.27962664320969555,0.4,3,6,19,2004
74,0.3474576271186441,0.6920315865039484,0.36730769230769234,0.5486453201970443,0.19971160778658975,0.7066666666666667,0.6133093525179856,0.6422976501305482,0.378494623655914,0.438993710691824,0.29023114890289786,0.4,3,6,20,2004
75,0.3474576271186441,0.6992103374012921,0.35000000000000003,0.5320197044334976,0.20259552992069213,0.6977777777777778,0.5885791366906474,0.7245430809399478,0.36989247311827966,0.4729559748427673,0.30513609930117774,0.4,3,6,21,2004
76,0.25423728813559326,0.5721464465183059,0.25,0.4347290640394088,0.1528478731074261,0.6266666666666667,0.5382194244604317,0.6105308964316798,0.3548387096774194,0.49559748427672967,0.30362116991643456,0.4,3,6,22,2004
77,0.211864406779661,0.5534816941852119,0.2076923076923077,0.38608374384236455,0.12256669069935111,0.5688888888888889,0.47302158273381295,0.572236727589208,0.356989247311828,0.5044025157232704,0.31012070566388117,0.4,3,6,23,2004
78,0.23728813559322032,0.6367552045944007,0.20961538461538465,0.38793103448275856,0.13554434030281182,0.5644444444444445,0.4766187050359712,0.5718015665796345,0.3397849462365592,0.558490566037736,0.32502565606216094,0.43333333333333335,3,7,0,2004
79,0.22881355932203387,0.6008614501076812,0.22692307692307695,0.4076354679802956,0.1240086517664023,0.52,0.4824640287769784,0.5696257615317668,0.3548387096774194,0.5320754716981133,0.32688266627571716,0.43333333333333335,3,7,1,2004
80,0.20338983050847456,0.5168700646087581,0.16346153846153846,0.33374384236453203,0.09084354722422494,0.4533333333333333,0.44604316546762596,0.48563968668407315,0.3096774193548387,0.6251572327044026,0.32693153496554755,0.43333333333333335,3,7,2,2004
81,0.19491525423728812,0.5003589375448673,0.18461538461538463,0.3602216748768473,0.10021629416005767,0.41777777777777775,0.4806654676258993,0.4599651871192341,0.2903225806451613,0.6817610062893082,0.33362654547231585,0.43333333333333335,3,7,3,2004
82,0.11864406779661016,0.3467336683417086,0.09807692307692309,0.2401477832512315,0.049026676279740444,0.35555555555555557,0.4051258992805756,0.36118363794604,0.30107526881720437,0.6528301886792454,0.3301568684943556,0.43333333333333335,3,7,4,2004
83,0.09322033898305083,0.2979181622397703,0.06923076923076923,0.18965517241379312,0.03677000720980533,0.3022222222222222,0.3714028776978417,0.30809399477806787,0.2881720430107527,0.6779874213836479,0.3267360602062258,0.43333333333333335,3,7,5,2004
84,0.07627118644067796,0.30796841349605175,0.046153846153846156,0.14470443349753695,0.03028118240807498,0.27111111111111114,0.3516187050359712,0.28328981723237595,0.2903225806451613,0.6666666666666667,0.32380393881640035,0.43333333333333335,3,7,6,2004
85,0.06779661016949153,0.2735104091888012,0.04423076923076923,0.14285714285714288,0.05191059841384282,0.28888888888888886,0.3547661870503597,0.2750217580504787,0.2645161290322581,0.7345911949685534,0.32658945413673457,0.43333333333333335,3,7,7,2004
86,0.11016949152542371,0.36468054558506824,0.07884615384615384,0.208743842364532,0.07137707281903388,0.36444444444444446,0.38803956834532377,0.32114882506527415,0.2903225806451613,0.6729559748427674,0.32658945413673457,0.43333333333333335,3,7,8,2004
87,0.1271186440677966,0.42211055276381915,0.12115384615384617,0.2740147783251231,0.083633741888969,0.36,0.43884892086330934,0.3794604003481288,0.3075268817204302,0.638993710691824,0.33132971705028585,0.43333333333333335,3,7,9,2004
88,0.17796610169491525,0.49174443646805455,0.16346153846153846,0.33251231527093594,0.10237923576063446,0.42666666666666664,0.4779676258992806,0.43690165361183636,0.35268817204301073,0.5522012578616353,0.3362654547231589,0.43333333333333335,3,7,10,2004
89,0.22881355932203387,0.5728643216080402,0.2076923076923077,0.3854679802955665,0.1254506128334535,0.4977777777777778,0.5148381294964028,0.49347258485639683,0.4043010752688172,0.46415094339622653,0.3392464448028148,0.43333333333333335,3,7,11,2004
90,0.22881355932203387,0.552045944005743,0.20384615384615384,0.3811576354679803,0.11463590483056957,0.52,0.506294964028777,0.4530026109660574,0.4559139784946237,0.36603773584905663,0.32385280750623074,0.43333333333333335,3,7,12,2004
91,0.16101694915254236,0.45513280689160085,0.14230769230769233,0.30603448275862066,0.08002883922134102,0.4533333333333333,0.4379496402877698,0.3302872062663185,0.49677419354838714,0.279245283018868,0.29150173483848896,0.43333333333333335,3,7,13,2004
92,0.1440677966101695,0.40201005025125636,0.14230769230769233,0.3054187192118226,0.07281903388608507,0.4444444444444444,0.4222122302158274,0.28328981723237595,0.5010752688172043,0.26415094339622647,0.28192347163172554,0.43333333333333335,3,7,14,2004
93,0.15254237288135591,0.43862167982771005,0.15576923076923077,0.32204433497536944,0.07930785868781542,0.4666666666666667,0.43165467625899284,0.2954743255004352,0.5118279569892473,0.24905660377358493,0.2774764208571568,0.43333333333333335,3,7,15,2004
94,0.24576271186440676,0.5821966977745872,0.22692307692307695,0.4076354679802956,0.12112472963229992,0.5644444444444445,0.4923561151079137,0.38207136640557005,0.5182795698924731,0.24150943396226413,0.277036602648683,0.43333333333333335,3,7,16,2004
95,0.23728813559322032,0.5678391959798996,0.22884615384615387,0.41133004926108374,0.12833453496755587,0.56,0.502248201438849,0.42863359442993904,0.4989247311827958,0.2716981132075472,0.28583296681815956,0.43333333333333335,3,7,17,2004
96,0.20338983050847456,0.5965541995692749,0.2326923076923077,0.4137931034482758,0.11391492429704397,0.528888888888889,0.5035971223021583,0.4530026109660574,0.46451612903225814,0.3459119496855346,0.31569173630454966,0.43333333333333335,3,7,18,2004
97,0.3813559322033898,0.8334529791816225,0.3942307692307693,0.5720443349753694,0.18673395818312905,0.688888888888889,0.6483812949640289,0.6427328111401218,0.4365591397849462,0.408805031446541,0.3364609294824805,0.43333333333333335,3,7,19,2004
98,0.4915254237288136,0.8980617372577173,0.44230769230769235,0.6145320197044335,0.2328767123287671,0.76,0.6978417266187051,0.7328111401218451,0.4193548387096775,0.46415094339622653,0.359820163221424,0.43333333333333335,3,7,20,2004
99,0.2796610169491525,0.6554199569274946,0.28076923076923077,0.4661330049261083,0.15501081470800288,0.64,0.5696942446043165,0.6209747606614446,0.4,0.5081761006289309,0.3651957191027709,0.43333333333333335,3,7,21,2004
100,0.1694915254237288,0.4860014357501795,0.17115384615384616,0.34298029556650245,0.10382119682768565,0.528888888888889,0.46582733812949645,0.5230635335073976,0.39139784946236567,0.5257861635220127,0.3662219615892098,0.43333333333333335,3,7,22,2004
101,0.17796610169491525,0.5039483129935391,0.16730769230769232,0.33866995073891626,0.10814708002883922,0.52,0.47931654676259,0.49086161879895557,0.356989247311828,0.5874213836477988,0.3649025069637883,0.43333333333333335,3,7,23,2004
102,0.1440677966101695,0.4249820531227567,0.1403846153846154,0.30110837438423643,0.07354001441961067,0.4311111111111111,0.4478417266187051,0.44778067885117495,0.35913978494623655,0.5723270440251573,0.3575722034892244,0.4666666666666667,3,1,0,2004
103,0.1440677966101695,0.4249820531227567,0.13076923076923078,0.28940886699507384,0.07498197548666186,0.40444444444444444,0.44604316546762596,0.41470844212358576,0.3419354838709677,0.6012578616352202,0.3541513952010946,0.4666666666666667,3,1,1,2004
104,0.1440677966101695,0.41421392677674085,0.13269230769230772,0.29064039408866993,0.07642393655371305,0.38222222222222224,0.456384892086331,0.40382941688424717,0.3290322580645162,0.6553459119496856,0.3671993353858183,0.4666666666666667,3,1,2,2004
105,0.0847457627118644,0.3094041636755205,0.0826923076923077,0.2161330049261084,0.10021629416005767,0.41777777777777775,0.420863309352518,0.34812880765883375,0.31182795698924737,0.6830188679245284,0.3607975370180325,0.4666666666666667,3,1,3,2004
106,0.11864406779661016,0.3094041636755205,0.07500000000000001,0.2019704433497537,0.046142754145638065,0.30666666666666664,0.4123201438848921,0.34464751958224543,0.30537634408602155,0.7069182389937109,0.36671064848751406,0.4666666666666667,3,1,4,2004
107,0.07627118644067796,0.30725053840631733,0.07307692307692307,0.19704433497536947,0.06200432588320115,0.32,0.41052158273381295,0.3433420365535248,0.2967741935483871,0.7320754716981134,0.36788349704344425,0.4666666666666667,3,1,5,2004
108,0.11016949152542371,0.36611629576453697,0.12115384615384617,0.2752463054187192,0.09805335255948089,0.3466666666666667,0.46447841726618705,0.37510879025239335,0.2860215053763441,0.7710691823899372,0.37277036602648683,0.4666666666666667,3,1,6,2004
109,0.17796610169491525,0.47882268485283563,0.18461538461538463,0.3589901477832512,0.16294160057678442,0.38666666666666666,0.5211330935251799,0.44125326370757184,0.28387096774193554,0.7672955974842769,0.36915408297903535,0.4666666666666667,3,1,7,2004
111,0.6779661016949152,0.9432878679109835,0.7038461538461539,0.811576354679803,0.3431867339581831,0.6533333333333334,0.9505395683453239,0.8542210617928634,0.35913978494623655,0.5672955974842767,0.35327175878414696,0.4666666666666667,3,1,9,2004
112,0.4830508474576271,0.8068916008614502,0.5096153846153847,0.6693349753694581,0.28262436914203315,0.688888888888889,0.7693345323741008,0.762402088772846,0.4150537634408602,0.4578616352201259,0.34921565752822165,0.4666666666666667,3,1,10,2004
113,0.3474576271186441,0.6582914572864322,0.3846153846153847,0.564655172413793,0.22855082912761354,0.68,0.664568345323741,0.686248912097476,0.4666666666666667,0.3685534591194969,0.3398328690807799,0.4666666666666667,3,1,11,2004
114,0.25423728813559326,0.5620961952620245,0.2692307692307693,0.4538177339901478,0.14347512617159336,0.5866666666666667,0.5539568345323742,0.5661444734551784,0.513978494623656,0.31320754716981136,0.34486634413331374,0.4666666666666667,3,1,12,2004
115,0.23728813559322032,0.5527638190954773,0.28461538461538466,0.4698275862068966,0.12184571016582552,0.52,0.5755395683453237,0.5147954743255003,0.5419354838709678,0.289308176100629,0.35424913258075547,0.4666666666666667,3,1,13,2004
116,0.23728813559322032,0.540559942569993,0.29423076923076924,0.47967980295566504,0.11319394376351838,0.48444444444444446,0.5746402877697843,0.453437771975631,0.5548387096774194,0.2616352201257862,0.3376826467282412,0.4666666666666667,3,1,14,2004
117,0.20338983050847456,0.4809763101220388,0.23076923076923078,0.4125615763546798,0.10886806056236481,0.4533333333333333,0.5197841726618706,0.39860748476936464,0.5655913978494624,0.24779874213836475,0.33665640424180227,0.4666666666666667,3,1,15,2004
118,0.18644067796610167,0.4816941852117732,0.21923076923076926,0.4002463054187192,0.10165825522710886,0.4311111111111111,0.5053956834532374,0.36858137510879024,0.5655913978494624,0.25408805031446546,0.3421296975028099,0.4666666666666667,3,1,16,2004
